datetime,open,high,low,close,volume
2021-03-14 18:01:00,12933.5,12958.5,12933.5,12946.7116,226
2021-03-14 18:02:00,12946.7116,12965.5,12946.25,12958.792,215
2021-03-14 18:03:00,12958.792,12958.792,12953.2383,12953.2383,54
2021-03-14 18:04:00,12953.2383,12956.0,12953.2383,12955.4926,33
2021-03-14 18:05:00,12955.4926,12961.5,12955.25,12957.9631,83
2021-03-14 18:06:00,12957.9631,12961.5,12950.5,12951.7066,118
2021-03-14 18:07:00,12951.7066,12952.75,12945.25,12946.9667,112
2021-03-14 18:08:00,12946.9667,12947.0,12944.75,12944.9784,56
2021-03-14 18:09:00,12944.9784,12945.5,12941.25,12944.7778,51
2021-03-14 18:10:00,12944.7778,12950.25,12943.25,12945.4804,42
2021-03-14 18:11:00,12945.4804,12945.5,12932.0,12933.2521,160
2021-03-14 18:12:00,12933.2521,12938.0,12928.5,12932.7865,115
2021-03-14 18:13:00,12932.7865,12937.0,12930.25,12934.9859,64
2021-03-14 18:14:00,12934.9859,12943.0,12934.25,12942.5018,110
2021-03-14 18:15:00,12942.5018,12945.5,12942.0,12942.0028,92
2021-03-14 18:16:00,12942.0028,12948.75,12940.25,12947.545,95
2021-03-14 18:17:00,12947.545,12947.545,12944.25,12944.4937,43
2021-03-14 18:18:00,12944.4937,12944.4937,12931.25,12932.5444,103
2021-03-14 18:19:00,12932.5444,12938.5,12931.25,12937.0137,32
2021-03-14 18:20:00,12937.0137,12937.2759,12935.75,12937.2759,12
2021-03-14 18:21:00,12937.2759,12937.5,12932.25,12932.4659,28
2021-03-14 18:22:00,12932.4659,12941.0,12931.5,12936.7884,119
2021-03-14 18:23:00,12936.7884,12936.7884,12931.9814,12931.9814,43
2021-03-14 18:24:00,12931.9814,12931.9814,12924.5,12926.7563,110
2021-03-14 18:25:00,12926.7563,12928.75,12924.25,12926.0239,49
2021-03-14 18:26:00,12926.0239,12935.5,12925.25,12932.4805,113
2021-03-14 18:27:00,12932.4805,12935.5,12932.4805,12933.7689,32
2021-03-14 18:28:00,12933.7689,12939.5,12933.7689,12938.2365,41
2021-03-14 18:29:00,12938.2365,12941.25,12938.2365,12938.746,26
2021-03-14 18:30:00,12938.746,12938.746,12934.0,12936.4669,22
2021-03-14 18:31:00,12936.4669,12941.25,12936.25,12938.2634,25
2021-03-14 18:32:00,12938.2634,12938.5,12932.25,12933.7104,14
2021-03-14 18:33:00,12933.7104,12933.7104,12915.0,12917.5302,135
2021-03-14 18:34:00,12917.5302,12922.25,12915.5,12919.5367,103
2021-03-14 18:35:00,12919.5367,12926.75,12918.75,12924.4974,30
2021-03-14 18:36:00,12924.4974,12927.25,12922.0,12922.7219,41
2021-03-14 18:37:00,12922.7219,12926.25,12921.0,12923.4978,27
2021-03-14 18:38:00,12923.4978,12926.0,12923.4978,12924.4817,22
2021-03-14 18:39:00,12924.4817,12925.25,12922.75,12922.7685,9
2021-03-14 18:40:00,12922.7685,12928.5,12922.0,12928.4527,34
2021-03-14 18:41:00,12928.4527,12928.4527,12918.25,12918.2628,31
2021-03-14 18:42:00,12918.2628,12923.25,12918.2628,12923.2238,27
2021-03-14 18:43:00,12923.2238,12923.25,12918.25,12918.2727,47
2021-03-14 18:44:00,12918.2727,12923.5,12918.2727,12923.45,17
2021-03-14 18:45:00,12923.45,12928.25,12923.45,12925.9739,16
2021-03-14 18:46:00,12925.9739,12927.75,12924.47,12924.47,25
2021-03-14 18:47:00,12924.47,12929.0,12924.47,12927.0057,26
2021-03-14 18:48:00,12927.0057,12927.0057,12926.2085,12926.2085,4
2021-03-14 18:49:00,12926.2085,12927.25,12925.25,12926.5379,14
2021-03-14 18:50:00,12926.5379,12928.0,12926.5,12926.5354,15
2021-03-14 18:51:00,12926.5354,12926.5354,12921.5,12925.2406,36
2021-03-14 18:52:00,12925.2406,12926.0,12924.5,12924.5238,15
2021-03-14 18:53:00,12924.5238,12929.75,12922.7336,12922.7336,39
2021-03-14 18:54:00,12922.7336,12925.25,12922.0,12924.2331,15
2021-03-14 18:55:00,12924.2331,12924.2331,12919.5,12923.2198,37
2021-03-14 18:56:00,12923.2198,12927.25,12923.2198,12926.2793,10
2021-03-14 18:57:00,12926.2793,12932.25,12923.5,12930.5192,156
2021-03-14 18:58:00,12930.5192,12939.7802,12928.25,12939.7802,152
2021-03-14 18:59:00,12939.7802,12943.0,12937.25,12941.5036,87
2021-03-14 19:00:00,12941.5036,12942.75,12936.75,12938.9738,44
2021-03-14 19:01:00,12938.9738,12942.75,12936.75,12942.0265,82
2021-03-14 19:02:00,12942.0265,12942.75,12940.25,12942.275,24
2021-03-14 19:03:00,12942.275,12943.75,12940.75,12943.2747,28
2021-03-14 19:04:00,12943.2747,12948.75,12940.25,12947.7324,114
2021-03-14 19:05:00,12947.7324,12947.75,12944.75,12945.5329,34
2021-03-14 19:06:00,12945.5329,12950.25,12941.5,12948.7304,101
2021-03-14 19:07:00,12948.7304,12950.0,12945.5,12947.7304,45
2021-03-14 19:08:00,12947.7304,12949.5,12946.25,12946.2752,40
2021-03-14 19:09:00,12946.2752,12949.25,12946.2752,12947.7342,14
2021-03-14 19:10:00,12947.7342,12948.5,12943.25,12945.5414,108
2021-03-14 19:11:00,12945.5414,12955.5,12945.5,12950.9778,206
2021-03-14 19:12:00,12950.9778,12952.0,12946.75,12949.9672,43
2021-03-14 19:13:00,12949.9672,12949.9672,12942.25,12947.4743,106
2021-03-14 19:14:00,12947.4743,12949.75,12946.5,12949.0053,21
2021-03-14 19:15:00,12949.0053,12949.0053,12945.0,12946.4615,37
2021-03-14 19:16:00,12946.4615,12947.5,12945.5,12947.458,18
2021-03-14 19:17:00,12947.458,12948.0,12945.5,12946.2519,29
2021-03-14 19:18:00,12946.2519,12951.75,12944.25,12950.4532,91
2021-03-14 19:19:00,12950.4532,12950.4532,12945.5,12947.4672,73
2021-03-14 19:20:00,12947.4672,12948.0,12940.25,12941.0168,99
2021-03-14 19:21:00,12941.0168,12946.5,12941.0168,12945.541,27
2021-03-14 19:22:00,12945.541,12948.75,12945.25,12945.2921,23
2021-03-14 19:23:00,12945.2921,12945.5,12942.0,12942.7851,17
2021-03-14 19:24:00,12942.7851,12945.25,12941.25,12945.232,21
2021-03-14 19:25:00,12945.232,12947.25,12945.232,12945.9941,11
2021-03-14 19:26:00,12945.9941,12946.2723,12943.25,12946.2723,20
2021-03-14 19:27:00,12946.2723,12946.75,12944.25,12944.4661,15
2021-03-14 19:28:00,12944.4661,12950.75,12944.0,12949.7035,62
2021-03-14 19:29:00,12949.7035,12951.0,12948.5,12948.5107,45
2021-03-14 19:30:00,12948.5107,12948.75,12941.986,12941.986,64
2021-03-14 19:31:00,12941.986,12945.0,12941.986,12943.0442,44
2021-03-14 19:32:00,12943.0442,12944.5295,12942.0,12944.5295,9
2021-03-14 19:33:00,12944.5295,12947.0,12942.0,12946.7752,22
2021-03-14 19:34:00,12946.7752,12946.7752,12944.5,12945.0398,50
2021-03-14 19:35:00,12945.0398,12951.0,12945.0398,12949.748,39
2021-03-14 19:36:00,12949.748,12950.25,12946.0,12947.2387,49
2021-03-14 19:37:00,12947.2387,12947.75,12946.75,12947.2473,12
2021-03-14 19:38:00,12947.2473,12949.5,12946.0,12948.9865,23
2021-03-14 19:39:00,12948.9865,12955.0,12948.75,12952.5279,131
2021-03-14 19:40:00,12952.5279,12954.75,12951.0,12951.7617,45
2021-03-14 19:41:00,12951.7617,12954.75,12951.25,12954.2962,31
2021-03-14 19:42:00,12954.2962,12955.0,12952.5,12952.5307,41
2021-03-14 19:43:00,12952.5307,12955.25,12952.25,12955.2168,22
2021-03-14 19:44:00,12955.2168,12955.2168,12952.5,12952.5224,18
2021-03-14 19:45:00,12952.5224,12952.5224,12951.0,12952.2843,17
2021-03-14 19:46:00,12952.2843,12952.2843,12948.0,12948.7103,40
2021-03-14 19:47:00,12948.7103,12949.0,12944.5,12948.2784,78
2021-03-14 19:48:00,12948.2784,12949.5,12947.2319,12947.2319,12
2021-03-14 19:49:00,12947.2319,12952.0,12947.2319,12951.7203,20
2021-03-14 19:50:00,12951.7203,12957.25,12951.5,12956.4742,52
2021-03-14 19:51:00,12956.4742,12959.0,12954.25,12958.7768,87
2021-03-14 19:52:00,12958.7768,12967.0,12958.7768,12961.043,291
2021-03-14 19:53:00,12961.043,12961.043,12957.5,12958.5084,36
2021-03-14 19:54:00,12958.5084,12958.5084,12955.75,12955.7672,30
2021-03-14 19:55:00,12955.7672,12959.0,12954.9955,12954.9955,38
2021-03-14 19:56:00,12954.9955,12955.75,12951.0,12951.7797,64
2021-03-14 19:57:00,12951.7797,12954.0,12949.5,12951.9951,56
2021-03-14 19:58:00,12951.9951,12952.7679,12950.0,12952.7679,11
2021-03-14 19:59:00,12952.7679,12952.7679,12947.5,12947.9833,38
2021-03-14 20:00:00,12947.9833,12951.25,12947.9833,12951.2319,35
2021-03-14 20:01:00,12951.2319,12955.0,12946.75,12947.0491,133
2021-03-14 20:02:00,12947.0491,12948.75,12942.75,12945.2009,146
2021-03-14 20:03:00,12945.2009,12949.5,12945.2009,12948.2293,90
2021-03-14 20:04:00,12948.2293,12953.5,12946.5,12949.2107,133
2021-03-14 20:05:00,12949.2107,12949.75,12946.0,12949.7255,87
2021-03-14 20:06:00,12949.7255,12955.5,12948.0,12954.9674,86
2021-03-14 20:07:00,12954.9674,12959.25,12954.5,12956.2647,196
2021-03-14 20:08:00,12956.2647,12957.25,12953.0,12956.4698,84
2021-03-14 20:09:00,12956.4698,12958.0,12952.75,12954.0074,26
2021-03-14 20:10:00,12954.0074,12954.0074,12951.5,12953.7517,40
2021-03-14 20:11:00,12953.7517,12960.0,12952.0,12958.9783,71
2021-03-14 20:12:00,12958.9783,12962.75,12953.75,12954.7516,117
2021-03-14 20:13:00,12954.7516,12958.5,12952.75,12957.2706,41
2021-03-14 20:14:00,12957.2706,12957.2706,12954.5,12957.2484,26
2021-03-14 20:15:00,12957.2484,12959.5,12955.0,12955.7646,94
2021-03-14 20:16:00,12955.7646,12957.0,12954.25,12955.7514,68
2021-03-14 20:17:00,12955.7514,12958.0,12955.0,12955.2737,30
2021-03-14 20:18:00,12955.2737,12960.0,12954.25,12956.2624,36
2021-03-14 20:19:00,12956.2624,12960.0,12955.5,12958.7659,35
2021-03-14 20:20:00,12958.7659,12958.7659,12954.75,12958.5353,61
2021-03-14 20:21:00,12958.5353,12958.5353,12953.25,12954.4855,67
2021-03-14 20:22:00,12954.4855,12956.0,12951.25,12952.2965,65
2021-03-14 20:23:00,12952.2965,12957.5,12952.2965,12957.4534,30
2021-03-14 20:24:00,12957.4534,12957.75,12955.5,12956.9863,57
2021-03-14 20:25:00,12956.9863,12959.0,12956.0,12957.5182,22
2021-03-14 20:26:00,12957.5182,12957.75,12956.25,12957.7141,10
2021-03-14 20:27:00,12957.7141,12959.75,12955.0,12957.7769,74
2021-03-14 20:28:00,12957.7769,12964.25,12957.7769,12961.2338,107
2021-03-14 20:29:00,12961.2338,12964.5,12961.2338,12963.2861,47
2021-03-14 20:30:00,12963.2861,12963.75,12961.2372,12961.2372,17
2021-03-14 20:31:00,12961.2372,12963.25,12960.0,12962.2006,26
2021-03-14 20:32:00,12962.2006,12962.75,12960.0,12961.019,21
2021-03-14 20:33:00,12961.019,12966.75,12961.019,12965.4636,73
2021-03-14 20:34:00,12965.4636,12968.25,12963.25,12964.028,59
