,datetime,open,high,low,close,volume
28045,2021-07-12 08:21:00,14862.9684,14869.25,14861.75,14868.4806,349
28046,2021-07-12 08:22:00,14868.4806,14869.75,14865.75,14866.9699,235
28047,2021-07-12 08:23:00,14866.9699,14867.5,14862.75,14862.7867,340
28048,2021-07-12 08:24:00,14862.7867,14865.75,14862.25,14865.2589,274
28049,2021-07-12 08:25:00,14865.2589,14865.75,14864.5,14865.29,86
28050,2021-07-12 08:26:00,14865.29,14866.25,14862.75,14864.2106,128
28051,2021-07-12 08:27:00,14864.2106,14867.25,14863.5,14864.7328,142
28052,2021-07-12 08:28:00,14864.7328,14867.25,14863.75,14867.0236,84
28053,2021-07-12 08:29:00,14867.0236,14869.0,14866.25,14866.7209,131
28054,2021-07-12 08:30:00,14866.7209,14867.0,14865.5,14866.2812,74
28055,2021-07-12 08:31:00,14866.2812,14866.5,14862.25,14863.2829,241
28056,2021-07-12 08:32:00,14863.2829,14869.25,14863.25,14867.5173,228
28057,2021-07-12 08:33:00,14867.5173,14869.25,14865.25,14866.7514,129
28058,2021-07-12 08:34:00,14866.7514,14867.7544,14866.0,14867.7544,84
28059,2021-07-12 08:35:00,14867.7544,14871.5,14867.7544,14868.983,204
28060,2021-07-12 08:36:00,14868.983,14871.5,14867.25,14870.2103,164
28061,2021-07-12 08:37:00,14870.2103,14871.0,14866.5,14867.5091,247
28062,2021-07-12 08:38:00,14867.5091,14869.25,14866.5,14868.9514,72
28063,2021-07-12 08:39:00,14868.9514,14869.5,14868.0,14869.2019,114
28064,2021-07-12 08:40:00,14869.2019,14870.25,14867.75,14868.2707,72
28065,2021-07-12 08:41:00,14868.2707,14869.75,14867.5,14868.2998,65
28066,2021-07-12 08:42:00,14868.2998,14878.0,14868.0,14874.0459,650
28067,2021-07-12 08:43:00,14874.0459,14874.5,14872.5,14873.2658,231
28068,2021-07-12 08:44:00,14873.2658,14875.5,14873.25,14874.2969,105
28069,2021-07-12 08:45:00,14874.2969,14875.0,14872.75,14874.0174,99
28070,2021-07-12 08:46:00,14874.0174,14874.5,14871.0,14872.2217,152
28071,2021-07-12 08:47:00,14872.2217,14873.5,14870.25,14871.7873,174
28072,2021-07-12 08:48:00,14871.7873,14872.5,14869.25,14870.2943,238
28073,2021-07-12 08:49:00,14870.2943,14872.25,14868.7384,14868.7384,221
28074,2021-07-12 08:50:00,14868.7384,14871.25,14867.5,14870.0249,156
28075,2021-07-12 08:51:00,14870.0249,14871.75,14868.75,14871.4856,145
28076,2021-07-12 08:52:00,14871.4856,14873.25,14871.0,14871.2833,141
28077,2021-07-12 08:53:00,14871.2833,14873.0,14870.75,14871.7626,66
28078,2021-07-12 08:54:00,14871.7626,14871.7626,14867.75,14869.7373,182
28079,2021-07-12 08:55:00,14869.7373,14871.0,14868.5,14870.2747,100
28080,2021-07-12 08:56:00,14870.2747,14873.5,14869.0,14871.9942,149
28081,2021-07-12 08:57:00,14871.9942,14874.5,14871.25,14873.9763,228
28082,2021-07-12 08:58:00,14873.9763,14876.0,14873.5,14873.9909,205
28083,2021-07-12 08:59:00,14873.9909,14874.5,14872.5,14874.0455,103
28084,2021-07-12 09:00:00,14874.0455,14878.5,14873.0,14876.9859,300
28085,2021-07-12 09:01:00,14876.9859,14879.5,14873.25,14874.5142,450
28086,2021-07-12 09:02:00,14874.5142,14877.5,14873.75,14875.9694,197
28087,2021-07-12 09:03:00,14875.9694,14881.0,14875.9694,14879.014,329
28088,2021-07-12 09:04:00,14879.014,14880.0,14877.75,14878.2576,198
28089,2021-07-12 09:05:00,14878.2576,14878.2576,14876.0,14877.4874,307
28090,2021-07-12 09:06:00,14877.4874,14879.5,14876.5,14878.2176,265
28091,2021-07-12 09:07:00,14878.2176,14880.0,14878.0,14878.718,123
28092,2021-07-12 09:08:00,14878.718,14878.75,14875.0,14875.2794,153
28093,2021-07-12 09:09:00,14875.2794,14877.5,14875.0,14876.4851,170
28094,2021-07-12 09:10:00,14876.4851,14878.75,14876.4851,14877.7683,100
28095,2021-07-12 09:11:00,14877.7683,14881.0,14876.75,14880.7424,239
28096,2021-07-12 09:12:00,14880.7424,14881.5,14879.0,14881.4709,192
28097,2021-07-12 09:13:00,14881.4709,14882.0,14878.5,14879.7098,148
28098,2021-07-12 09:14:00,14879.7098,14880.0,14877.25,14878.7767,114
28099,2021-07-12 09:15:00,14878.7767,14879.25,14877.75,14878.2977,87
28100,2021-07-12 09:16:00,14878.2977,14878.5,14876.5,14877.048,113
28101,2021-07-12 09:17:00,14877.048,14878.25,14873.5,14873.7915,398
